COBERTURA,PERIODICIDAD,FECHA,CONCEPTO,VALOR,UNIDAD_MEDIDA,ESTATUS;;
"Nacional,Mensual,01/11/2019,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",107.4861066,Índice,Cifras definitivas";;
"Nacional,Mensual,01/12/2019,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",107.9728107,Índice,Cifras definitivas";;
"Nacional,Mensual,01/01/2020,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",108.3350043,Índice,Cifras definitivas";;
"Nacional,Mensual,01/02/2020,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",108.0175995,Índice,Cifras definitivas";;
"Nacional,Mensual,01/03/2020,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",104.964782,Índice,Cifras definitivas";;
"Nacional,Mensual,01/04/2020,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",95.97178871,Índice,Cifras definitivas";;
"Nacional,Mensual,01/05/2020,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",96.05823154,Índice,Cifras definitivas";;
"Nacional,Mensual,01/06/2020,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",99.75644823,Índice,Cifras definitivas";;
"Nacional,Mensual,01/07/2020,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",102.4543707,Índice,Cifras definitivas";;
"Nacional,Mensual,01/08/2020,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",102.9062428,Índice,Cifras definitivas";;
"Nacional,Mensual,01/09/2020,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",102.8028222,Índice,Cifras definitivas";;
"Nacional,Mensual,01/10/2020,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",104.8859903,Índice,Cifras definitivas";;
"Nacional,Mensual,01/11/2020,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",106.269157,Índice,Cifras definitivas";;
"Nacional,Mensual,01/12/2020,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",107.094685,Índice,Cifras definitivas";;
"Nacional,Mensual,01/01/2021,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",111.1771926,Índice,Cifras definitivas";;
"Nacional,Mensual,01/02/2021,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",113.962,Índice,Cifras definitivas";;
"Nacional,Mensual,01/03/2021,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",116.225,Índice,Cifras definitivas";;
"Nacional,Mensual,01/04/2021,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",114.492,Índice,Cifras definitivas";;
"Nacional,Mensual,01/05/2021,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",111.394,Índice,Cifras definitivas";;
"Nacional,Mensual,01/06/2021,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",112.18,Índice,Cifras definitivas";;
"Nacional,Mensual,01/07/2021,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",113.381,Índice,Cifras definitivas";;
"Nacional,Mensual,01/08/2021,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",110.627,Índice,Cifras definitivas";;
"Nacional,Mensual,01/09/2021,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",111.594,Índice,Cifras definitivas";;
"Nacional,Mensual,01/10/2021,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",115.19,Índice,Cifras definitivas";;
"Nacional,Mensual,01/11/2021,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",118.236,Índice,Cifras definitivas";;
"Nacional,Mensual,01/12/2021,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",116.392,Índice,Cifras definitivas";;
"Nacional,Mensual,01/01/2022,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",117.36,Índice,Cifras definitivas";;
"Nacional,Mensual,01/02/2022,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",119.064,Índice,Cifras definitivas";;
"Nacional,Mensual,01/03/2022,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",121.727,Índice,Cifras definitivas";;
"Nacional,Mensual,01/04/2022,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"",120.423,Índice,Cifras definitivas";;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
"Nacional,Mensual,01/01/2003,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",42.10807484,Índice,Cifras definitivas";;
"Nacional,Mensual,01/02/2003,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",41.27688471,Índice,Cifras definitivas";;
"Nacional,Mensual,01/03/2003,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",42.48135521,Índice,Cifras definitivas";;
"Nacional,Mensual,01/04/2003,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",42.1077614,Índice,Cifras definitivas";;
"Nacional,Mensual,01/05/2003,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",41.90490445,Índice,Cifras definitivas";;
"Nacional,Mensual,01/06/2003,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",41.82855433,Índice,Cifras definitivas";;
"Nacional,Mensual,01/07/2003,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",42.0063962,Índice,Cifras definitivas";;
"Nacional,Mensual,01/08/2003,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",41.80825977,Índice,Cifras definitivas";;
"Nacional,Mensual,01/09/2003,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",42.50935526,Índice,Cifras definitivas";;
"Nacional,Mensual,01/10/2003,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",42.91905426,Índice,Cifras definitivas";;
"Nacional,Mensual,01/11/2003,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",43.47210935,Índice,Cifras definitivas";;
"Nacional,Mensual,01/12/2003,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",44.37396514,Índice,Cifras definitivas";;
"Nacional,Mensual,01/01/2004,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",45.09789215,Índice,Cifras definitivas";;
"Nacional,Mensual,01/02/2004,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",45.51907106,Índice,Cifras definitivas";;
"Nacional,Mensual,01/03/2004,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",45.22487142,Índice,Cifras definitivas";;
"Nacional,Mensual,01/04/2004,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",44.36512655,Índice,Cifras definitivas";;
"Nacional,Mensual,01/05/2004,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",43.96459423,Índice,Cifras definitivas";;
"Nacional,Mensual,01/06/2004,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",43.18423697,Índice,Cifras definitivas";;
"Nacional,Mensual,01/07/2004,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",43.46232629,Índice,Cifras definitivas";;
"Nacional,Mensual,01/08/2004,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",45.14511266,Índice,Cifras definitivas";;
"Nacional,Mensual,01/09/2004,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",46.75725405,Índice,Cifras definitivas";;
"Nacional,Mensual,01/10/2004,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",48.46446819,Índice,Cifras definitivas";;
"Nacional,Mensual,01/11/2004,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",49.30339119,Índice,Cifras definitivas";;
"Nacional,Mensual,01/12/2004,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",48.8592037,Índice,Cifras definitivas";;
"Nacional,Mensual,01/01/2005,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",46.67083337,Índice,Cifras definitivas";;
"Nacional,Mensual,01/02/2005,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",46.91098096,Índice,Cifras definitivas";;
"Nacional,Mensual,01/03/2005,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",47.81637728,Índice,Cifras definitivas";;
"Nacional,Mensual,01/04/2005,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",49.39086212,Índice,Cifras definitivas";;
"Nacional,Mensual,01/05/2005,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",50.22296782,Índice,Cifras definitivas";;
"Nacional,Mensual,01/06/2005,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",48.34655692,Índice,Cifras definitivas";;
"Nacional,Mensual,01/07/2005,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",49.34456786,Índice,Cifras definitivas";;
"Nacional,Mensual,01/08/2005,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",49.10109545,Índice,Cifras definitivas";;
"Nacional,Mensual,01/09/2005,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",48.87703253,Índice,Cifras definitivas";;
"Nacional,Mensual,01/10/2005,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",47.9569319,Índice,Cifras definitivas";;
"Nacional,Mensual,01/11/2005,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",47.17890167,Índice,Cifras definitivas";;
"Nacional,Mensual,01/12/2005,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",48.77030021,Índice,Cifras definitivas";;
"Nacional,Mensual,01/01/2006,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",50.13335573,Índice,Cifras definitivas";;
"Nacional,Mensual,01/02/2006,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",49.87764967,Índice,Cifras definitivas";;
"Nacional,Mensual,01/03/2006,""Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"",48.51972869,Índice,Cifras definitivas";;
