Date,Open,High,Low,Close,Adj Close,Volume
2018-08-19,18.878000,19.039110,18.725100,19.006201,19.006201,0
2018-08-26,19.010799,19.277349,18.607500,19.099840,19.099840,0
2018-09-02,19.069099,19.676840,19.069099,19.232531,19.232531,0
2018-09-09,19.307699,19.377640,18.761801,18.830099,18.830099,0
2018-09-16,18.828501,18.941450,18.684999,18.813900,18.813900,0
2018-09-23,18.814100,19.052561,18.662201,18.786600,18.786600,0
2018-09-30,18.702900,19.175680,18.496000,19.103100,19.103100,0
2018-10-07,18.809099,19.181629,18.737900,18.975969,18.975969,0
2018-10-14,18.964800,19.335199,18.728201,19.140499,19.140499,0
2018-10-21,19.151670,19.611490,19.072100,19.481770,19.481770,0
2018-10-28,19.346500,20.337490,19.346500,20.161800,20.161800,0
2018-11-04,19.998100,20.406050,19.566099,20.164301,20.164301,0
2018-11-11,20.124399,20.573549,20.071800,20.246590,20.246590,0
2018-11-18,20.154600,20.530300,20.108601,20.291500,20.291500,0
2018-11-25,20.396500,20.597750,20.153200,20.224800,20.224800,0
2018-12-02,20.382200,20.650110,19.999599,20.333599,20.333599,0
2018-12-09,20.343580,20.514839,19.981300,20.272699,20.272699,0
2018-12-16,20.271000,20.514839,19.803600,19.927500,19.927500,0
2018-12-23,19.927500,19.963350,19.599400,19.645599,19.645599,0
2018-12-30,19.645599,19.715839,19.406601,19.420000,19.420000,0
2019-01-06,19.406601,19.468281,19.046301,19.124701,19.124701,0
2019-01-13,19.124701,19.200899,18.865200,18.995399,18.995399,0
2019-01-20,18.996099,19.236771,18.873400,19.013300,19.013300,0
2019-01-27,19.012199,19.199060,18.873400,19.093100,19.093100,0
2019-02-03,19.085800,19.182140,19.008499,19.074181,19.074181,0
2019-02-10,19.074249,19.464399,19.010500,19.258459,19.258459,0
2019-02-17,19.227800,19.299009,19.089399,19.274200,19.274200,0
2019-02-24,19.130301,19.333500,19.017599,19.252199,19.252199,0
2019-03-03,19.252199,19.599791,19.210581,19.478399,19.478399,0
2019-03-10,19.478399,19.516230,19.186600,19.298599,19.298599,0
2019-03-17,19.300301,19.313999,18.766800,18.850000,18.850000,0
2019-03-24,18.851000,19.438560,18.829000,19.415100,19.415100,0
2019-03-31,19.415100,19.415100,19.036600,19.146799,19.146799,0
2019-04-07,19.150101,19.160740,18.735001,18.816900,18.816900,0
2019-04-14,18.741600,18.995399,18.736300,18.787100,18.787100,0
2019-04-21,18.798941,19.184999,18.739901,19.022680,19.022680,0
2019-04-28,19.022169,19.156521,18.818199,19.113199,19.113199,0
2019-05-05,19.127300,19.309500,18.904100,19.225519,19.225519,0
2019-05-12,19.222731,19.281000,18.970900,19.099199,19.099199,0
2019-05-19,19.110550,19.218130,18.976940,19.030800,19.030800,0
2019-05-26,19.026699,19.817711,19.003401,19.525040,19.525040,0
2019-06-02,19.515129,19.834200,19.432199,19.674280,19.674280,0
2019-06-09,19.657000,19.784100,19.087400,19.181101,19.181101,0
2019-06-16,19.180201,19.226320,18.886499,18.988899,18.988899,0
2019-06-23,18.987200,19.244900,18.958000,19.172850,19.172850,0
2019-06-30,19.156500,19.229349,18.951700,18.996799,18.996799,0
2019-07-07,18.996799,19.308411,18.849800,19.067289,19.067289,0
2019-07-14,18.973301,19.121000,18.910200,18.956699,18.956699,0
2019-07-21,18.954201,19.189951,18.940300,19.026199,19.026199,0
2019-07-28,19.012300,19.369390,18.969999,19.210300,19.210300,0
2019-08-04,19.209299,19.734850,19.181601,19.427650,19.427650,0
2019-08-11,19.425751,19.764139,19.358299,19.598600,19.598600,0
2019-08-18,19.608971,19.928070,19.515400,19.799700,19.799700,0
2019-08-25,19.810900,20.252430,19.747101,20.120800,20.120800,0
2019-09-01,20.121000,20.193100,19.510000,19.705700,19.705700,0
2019-09-08,19.706699,19.731550,19.337900,19.393000,19.393000,0
2019-09-15,19.393000,19.544800,19.314199,19.429199,19.429199,0
2019-09-22,19.442801,19.727930,19.378300,19.657030,19.657030,0
2019-09-29,19.645901,19.858351,19.490499,19.653049,19.653049,0
2019-10-06,19.640800,19.652550,19.254499,19.434700,19.434700,0
2019-10-13,19.434601,19.452250,19.093700,19.179800,19.179800,0
2019-10-20,19.194000,19.215200,19.037399,19.046700,19.046700,0
2019-10-27,19.046700,19.239000,19.006800,19.238800,19.238800,0
2019-11-03,19.096701,19.246401,19.033300,19.121599,19.121599,0
2019-11-10,19.133949,19.519550,19.068701,19.173300,19.173300,0
2019-11-17,19.179899,19.495541,19.170200,19.366600,19.366600,0
2019-11-24,19.366600,19.655849,19.300900,19.535101,19.535101,0
2019-12-01,19.535200,19.624149,19.286699,19.286699,19.286699,0
2019-12-08,19.286699,19.299250,18.979601,18.997499,18.997499,0
2019-12-15,18.997499,19.079531,18.879999,18.938499,18.938499,0
2019-12-22,18.938499,18.978510,18.800800,18.844700,18.844700,0
2019-12-29,18.844700,19.024549,18.787701,18.911301,18.911301,0
2020-01-05,18.911301,19.005430,18.743200,18.780100,18.780100,0
2020-01-12,18.783501,18.866100,18.653000,18.653000,18.653000,0
2020-01-19,18.653000,18.858721,18.630501,18.781000,18.781000,0
2020-01-26,18.781000,18.970579,18.664301,18.837000,18.837000,0
2020-02-02,18.837000,18.885080,18.545601,18.755600,18.755600,0
2020-02-09,18.755600,18.822371,18.526800,18.526800,18.526800,0
2020-02-16,18.526800,19.066601,18.506201,18.907301,18.907301,0
2020-02-23,18.907301,19.889740,18.907301,19.605101,19.605101,0
2020-03-01,19.605101,20.371389,19.168501,20.105499,20.105499,0
2020-03-08,20.095301,22.860161,20.095301,21.900200,21.900200,0
2020-03-15,21.900200,24.631910,21.799990,24.408100,24.408100,0
2020-03-22,24.408100,25.363251,23.067101,23.375999,23.375999,0
2020-03-29,23.375999,24.968201,23.340820,24.968201,24.968201,0
2020-04-05,24.968201,25.765341,23.324600,23.324600,23.324600,0
2020-04-12,23.324600,24.422720,23.303699,23.720100,23.720100,0
2020-04-19,23.694300,24.979601,23.694300,24.966101,24.966101,0
2020-04-26,24.979601,25.010521,23.632500,24.587601,24.587601,0
2020-05-03,24.587601,24.853020,23.559650,23.657600,23.657600,0
2020-05-10,23.657600,24.381130,23.539801,23.947701,23.947701,0
2020-05-17,23.947701,23.947701,22.723400,22.723400,22.723400,0
2020-05-24,22.723400,22.759621,22.002819,22.152100,22.152100,0
2020-05-31,22.152100,22.185341,21.487900,21.581600,21.581600,0
2020-06-07,21.562000,22.941940,21.449800,22.233900,22.233900,0
2020-06-14,22.233900,22.754789,21.885300,22.629101,22.629101,0
2020-06-21,22.629101,23.049000,22.285770,23.049000,23.049000,0
2020-06-28,23.049000,23.223749,22.371580,22.371580,22.371580,0
2020-07-05,22.371580,22.894140,22.141800,22.437901,22.437901,0
2020-07-12,22.438999,22.764999,22.243099,22.531700,22.531700,0
2020-07-19,22.531700,22.705780,22.188400,22.271799,22.271799,0
2020-07-26,22.271799,22.303900,21.837700,22.262699,22.262699,0
2020-08-02,22.262699,22.906450,22.240999,22.371401,22.371401,0
2020-08-09,22.378000,22.536369,21.948400,21.948400,21.948400,0
2020-08-16,21.948400,22.320841,21.899300,21.962601,21.962601,0
2020-08-23,21.962601,22.178699,21.739401,21.739401,21.739401,0
2020-08-30,21.739401,21.930380,21.492599,21.552999,21.552999,0
2020-09-06,21.552999,21.935631,21.200600,21.260500,21.260500,0
2020-09-13,21.260500,21.291250,20.831200,21.128401,21.128401,0
2020-09-20,21.128401,22.690060,21.035400,22.332800,22.332800,0
2020-09-27,22.332800,22.567499,21.620300,21.620300,21.620300,0
2020-10-04,21.620300,21.722620,21.120081,21.120081,21.120081,0
2020-10-11,21.120081,21.521210,21.114100,21.128201,21.128201,0
2020-10-18,21.128201,21.263350,20.850500,20.850500,20.850500,0
2020-10-25,20.850500,21.491850,20.827801,21.345600,21.345600,0
2020-11-01,21.340300,21.946400,20.561001,20.561001,20.561001,0
2020-11-08,20.561001,20.689819,20.036900,20.391001,20.391001,0
2020-11-15,20.391001,20.429020,20.066900,20.091999,20.091999,0
2020-11-22,20.091999,20.133600,19.923500,20.017200,20.017200,0
2020-11-29,20.027201,20.164301,19.726601,19.761801,19.761801,0
2020-12-06,19.761801,20.190399,19.687300,20.125099,20.125099,0
2020-12-13,20.125099,20.258949,19.737000,19.924500,19.924500,0
2020-12-20,19.924500,20.645201,19.821800,19.867100,19.867100,0
2020-12-27,19.867100,20.116989,19.800100,19.867201,19.867201,0
2021-01-03,19.867201,20.097059,19.618999,20.000401,20.000401,0
2021-01-10,20.009001,20.256390,19.685200,19.784800,19.784800,0
2021-01-17,19.784800,19.994150,19.536900,19.957701,19.957701,0
2021-01-24,19.957701,20.579201,19.841700,20.579201,20.579201,0
2021-01-31,20.576900,20.576900,20.064600,20.101250,20.101250,0
2021-02-07,20.101250,20.242290,19.891800,19.922600,19.922600,0
2021-02-14,19.922199,20.468410,19.878500,20.433081,20.433081,0
2021-02-21,20.420080,21.044310,20.348289,20.860451,20.860451,0
2021-02-28,20.860451,21.409210,20.544399,21.310049,21.310049,0
2021-03-07,21.310049,21.631701,20.582199,20.708000,20.708000,0
2021-03-14,20.708000,20.823990,20.277399,20.490999,20.490999,0
2021-03-21,20.490999,20.939819,20.490999,20.575399,20.575399,0
2021-03-28,20.575399,20.785160,20.261400,20.299999,20.299999,0
2021-04-04,20.299999,20.375500,20.060699,20.145201,20.145201,0
2021-04-11,20.146999,20.217951,19.891500,19.910801,19.910801,0
2021-04-18,19.910000,19.986851,19.769699,19.841400,19.841400,0
2021-04-25,19.829000,20.229900,19.786900,20.229900,20.229900,0
2021-05-02,20.223301,20.323299,19.845600,19.896700,19.896700,0
2021-05-09,19.896000,20.208910,19.739799,19.859100,19.859100,0
2021-05-16,19.859100,19.970720,19.706499,19.941999,19.941999,0
2021-05-23,19.941999,20.073320,19.798599,19.908600,19.908600,0
2021-05-30,19.908600,20.205250,19.834101,19.949100,19.949100,0
2021-06-06,19.949100,19.962151,19.587700,19.857300,19.857300,0
2021-06-13,19.857300,20.741289,19.826500,20.659599,20.659599,0
2021-06-20,20.659599,20.706800,19.703100,19.807600,19.807600,0
2021-06-27,19.807600,20.073151,19.742300,19.757299,19.757299,0
2021-07-04,19.757401,20.154539,19.757401,19.867100,19.867100,0
2021-07-11,19.861000,20.055250,19.800800,19.877600,19.877600,0
2021-07-18,19.878201,20.245159,19.878201,20.040199,20.040199,0
2021-07-25,20.040199,20.158770,19.787399,19.868700,19.868700,0
2021-08-01,19.868700,20.036180,19.793800,20.029301,20.029301,0
2021-08-08,20.029699,20.164860,19.825600,19.863400,19.863400,0
2021-08-15,19.863400,20.452209,19.835100,20.350401,20.350401,0
2021-08-22,20.351000,20.440399,20.160601,20.191999,20.191999,0
2021-08-29,20.191999,20.222700,19.843599,19.920300,19.920300,0
2021-09-05,19.920300,19.980181,19.847000,19.880600,19.880600,0
2021-09-12,19.880600,20.015930,19.835501,20.009501,20.009501,0
2021-09-19,20.009501,20.201130,19.972200,20.052900,20.052900,0
2021-09-26,20.052080,20.725611,19.997000,20.436399,20.436399,0
2021-10-03,20.436399,20.880600,20.407000,20.698601,20.698601,0
2021-10-10,20.698000,20.899349,20.324699,20.324699,20.324699,0
2021-10-17,20.324699,20.492710,20.121700,20.162701,20.162701,0
2021-10-24,20.163000,20.565849,20.106001,20.540400,20.540400,0
2021-10-31,20.540400,20.976471,20.326200,20.326200,20.326200,0
2021-11-07,20.326200,20.717520,20.248501,20.506500,20.506500,0
2021-11-14,20.506500,20.885750,20.457800,20.830400,20.830400,0
2021-11-21,20.830400,22.149981,20.801100,21.892200,21.892200,0
2021-11-28,21.892200,21.988400,21.117599,21.254499,21.254499,0
2021-12-05,21.255501,21.295790,20.844299,20.870701,20.870701,0
2021-12-12,20.871700,21.278250,20.690500,20.825300,20.825300,0
2021-12-19,20.825701,20.949881,20.567699,20.602900,20.602900,0
2021-12-26,20.602900,20.740200,20.324760,20.484100,20.484100,0
2022-01-02,20.484100,20.484100,20.484100,20.484100,20.484100,0
